type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
GWAS population,Z006E0115,NAMRIL,Z006,Z006E0115,NA,14.9
GWAS population,Z006E0116,NAMRIL,Z006,Z006E0116,NA,14.6
GWAS population,Z006E0117,NAMRIL,Z006,Z006E0117,NA,15.3
GWAS population,Z006E0118,NAMRIL,Z006,Z006E0118,NA,17
GWAS population,Z006E0119,NAMRIL,Z006,Z006E0119,NA,18.2
GWAS population,Z006E0120,NAMRIL,Z006,Z006E0120,NA,14.4
GWAS population,Z006E0121,NAMRIL,Z006,Z006E0121,NA,13.1
GWAS population,Z006E0122,NAMRIL,Z006,Z006E0122,NA,20.5
GWAS population,Z006E0123,NAMRIL,Z006,Z006E0123,NA,15.3
GWAS population,Z006E0124,NAMRIL,Z006,Z006E0124,NA,17.9
GWAS population,Z006E0125,NAMRIL,Z006,Z006E0125,NA,14.3
GWAS population,Z006E0126,NAMRIL,Z006,Z006E0126,NA,16
GWAS population,Z006E0128,NAMRIL,Z006,Z006E0128,NA,16.9
GWAS population,Z006E0129,NAMRIL,Z006,Z006E0129,NA,15
GWAS population,Z006E0133,NAMRIL,Z006,Z006E0133,NA,15.3
GWAS population,Z006E0134,NAMRIL,Z006,Z006E0134,NA,14.3
GWAS population,Z006E0135,NAMRIL,Z006,Z006E0135,NA,13.9
GWAS population,Z006E0136,NAMRIL,Z006,Z006E0136,NA,13.6
GWAS population,Z006E0137,NAMRIL,Z006,Z006E0137,NA,17
GWAS population,Z006E0138,NAMRIL,Z006,Z006E0138,NA,17.5
GWAS population,Z006E0139,NAMRIL,Z006,Z006E0139,NA,14.4
GWAS population,Z006E0140,NAMRIL,Z006,Z006E0140,NA,13.2
GWAS population,Z006E0141,NAMRIL,Z006,Z006E0141,NA,14
GWAS population,Z006E0142,NAMRIL,Z006,Z006E0142,NA,16.1
GWAS population,Z006E0143,NAMRIL,Z006,Z006E0143,NA,16.6
GWAS population,Z006E0144,NAMRIL,Z006,Z006E0144,NA,15.5
GWAS population,Z006E0145,NAMRIL,Z006,Z006E0145,NA,14.8
GWAS population,Z006E0146,NAMRIL,Z006,Z006E0146,NA,13.1
GWAS population,Z006E0147,NAMRIL,Z006,Z006E0147,NA,16.8
GWAS population,Z006E0148,NAMRIL,Z006,Z006E0148,NA,17.8
GWAS population,Z006E0149,NAMRIL,Z006,Z006E0149,NA,14.9
GWAS population,Z006E0150,NAMRIL,Z006,Z006E0150,NA,17.9
GWAS population,Z006E0151,NAMRIL,Z006,Z006E0151,NA,15.3
GWAS population,Z006E0152,NAMRIL,Z006,Z006E0152,NA,18.5
GWAS population,Z006E0153,NAMRIL,Z006,Z006E0153,NA,16.8
GWAS population,Z006E0154,NAMRIL,Z006,Z006E0154,NA,15
GWAS population,Z006E0155,NAMRIL,Z006,Z006E0155,NA,17.3
GWAS population,Z006E0156,NAMRIL,Z006,Z006E0156,NA,18.2
GWAS population,Z006E0157,NAMRIL,Z006,Z006E0157,NA,18.1
GWAS population,Z006E0158,NAMRIL,Z006,Z006E0158,NA,13.9
GWAS population,Z006E0159,NAMRIL,Z006,Z006E0159,NA,17.2
GWAS population,Z006E0160,NAMRIL,Z006,Z006E0160,NA,14.8
GWAS population,Z006E0161,NAMRIL,Z006,Z006E0161,NA,15.2
GWAS population,Z006E0162,NAMRIL,Z006,Z006E0162,NA,18.9
GWAS population,Z006E0163,NAMRIL,Z006,Z006E0163,NA,18.9
GWAS population,Z006E0164,NAMRIL,Z006,Z006E0164,NA,16.4
GWAS population,Z006E0165,NAMRIL,Z006,Z006E0165,NA,14.2
GWAS population,Z006E0166,NAMRIL,Z006,Z006E0166,NA,16.8
GWAS population,Z006E0167,NAMRIL,Z006,Z006E0167,NA,19.4
GWAS population,Z006E0168,NAMRIL,Z006,Z006E0168,NA,14.3
GWAS population,Z006E0169,NAMRIL,Z006,Z006E0169,NA,16.6
GWAS population,Z006E0170,NAMRIL,Z006,Z006E0170,NA,15.5
GWAS population,Z006E0171,NAMRIL,Z006,Z006E0171,NA,14.9
GWAS population,Z006E0172,NAMRIL,Z006,Z006E0172,NA,13.2
GWAS population,Z006E0173,NAMRIL,Z006,Z006E0173,NA,14.1
GWAS population,Z006E0174,NAMRIL,Z006,Z006E0174,NA,15
GWAS population,Z006E0175,NAMRIL,Z006,Z006E0175,NA,16.2
GWAS population,Z006E0176,NAMRIL,Z006,Z006E0176,NA,15.6
GWAS population,Z006E0177,NAMRIL,Z006,Z006E0177,NA,15.1
GWAS population,Z006E0178,NAMRIL,Z006,Z006E0178,NA,14.4
GWAS population,Z006E0179,NAMRIL,Z006,Z006E0179,NA,16.7
GWAS population,Z006E0180,NAMRIL,Z006,Z006E0180,NA,13.3
GWAS population,Z006E0181,NAMRIL,Z006,Z006E0181,NA,19.2
GWAS population,Z006E0182,NAMRIL,Z006,Z006E0182,NA,17.7
GWAS population,Z006E0183,NAMRIL,Z006,Z006E0183,NA,19.3
GWAS population,Z006E0184,NAMRIL,Z006,Z006E0184,NA,14
GWAS population,Z006E0185,NAMRIL,Z006,Z006E0185,NA,17.6
GWAS population,Z006E0186,NAMRIL,Z006,Z006E0186,NA,19.3
GWAS population,Z006E0187,NAMRIL,Z006,Z006E0187,NA,14.4
GWAS population,Z006E0188,NAMRIL,Z006,Z006E0188,NA,14.9
GWAS population,Z006E0190,NAMRIL,Z006,Z006E0190,NA,17.5
GWAS population,Z006E0191,NAMRIL,Z006,Z006E0191,NA,12.3
GWAS population,Z006E0192,NAMRIL,Z006,Z006E0192,NA,16.3
GWAS population,Z006E0193,NAMRIL,Z006,Z006E0193,NA,14.3
GWAS population,Z006E0194,NAMRIL,Z006,Z006E0194,NA,13.2
GWAS population,Z006E0195,NAMRIL,Z006,Z006E0195,NA,14.6
GWAS population,Z006E0196,NAMRIL,Z006,Z006E0196,NA,13.8
GWAS population,Z006E0197,NAMRIL,Z006,Z006E0197,NA,17.7
GWAS population,Z006E0198,NAMRIL,Z006,Z006E0198,NA,16.1
GWAS population,Z006E0199,NAMRIL,Z006,Z006E0199,NA,15.1
GWAS population,Z006E0200,NAMRIL,Z006,Z006E0200,NA,13.2
GWAS population,Z007E0001,NAMRIL,Z007,Z007E0001,NA,16.3
GWAS population,Z007E0002,NAMRIL,Z007,Z007E0002,NA,12.6
GWAS population,Z007E0003,NAMRIL,Z007,Z007E0003,NA,12.2
GWAS population,Z007E0004,NAMRIL,Z007,Z007E0004,NA,15.4
GWAS population,Z007E0005,NAMRIL,Z007,Z007E0005,NA,12.4
GWAS population,Z007E0007,NAMRIL,Z007,Z007E0007,NA,14.2
GWAS population,Z007E0008,NAMRIL,Z007,Z007E0008,NA,15.4
GWAS population,Z007E0009,NAMRIL,Z007,Z007E0009,NA,13.8
GWAS population,Z007E0010,NAMRIL,Z007,Z007E0010,NA,15.7
GWAS population,Z007E0011,NAMRIL,Z007,Z007E0011,NA,14.5
GWAS population,Z007E0012,NAMRIL,Z007,Z007E0012,NA,16.9
GWAS population,Z007E0013,NAMRIL,Z007,Z007E0013,NA,14.2
GWAS population,Z007E0014,NAMRIL,Z007,Z007E0014,NA,15.5
GWAS population,Z007E0015,NAMRIL,Z007,Z007E0015,NA,15.5
GWAS population,Z007E0016,NAMRIL,Z007,Z007E0016,NA,13.8
GWAS population,Z007E0017,NAMRIL,Z007,Z007E0017,NA,12.4
GWAS population,Z007E0019,NAMRIL,Z007,Z007E0019,NA,16.5
GWAS population,Z007E0020,NAMRIL,Z007,Z007E0020,NA,13
GWAS population,Z007E0021,NAMRIL,Z007,Z007E0021,NA,14.7
GWAS population,Z007E0022,NAMRIL,Z007,Z007E0022,NA,14.8
GWAS population,Z007E0023,NAMRIL,Z007,Z007E0023,NA,15.6
GWAS population,Z007E0024,NAMRIL,Z007,Z007E0024,NA,12.6
GWAS population,Z007E0025,NAMRIL,Z007,Z007E0025,NA,14.3
GWAS population,Z007E0026,NAMRIL,Z007,Z007E0026,NA,15.3
GWAS population,Z007E0027,NAMRIL,Z007,Z007E0027,NA,15.2
GWAS population,Z007E0029,NAMRIL,Z007,Z007E0029,NA,13.8
GWAS population,Z007E0030,NAMRIL,Z007,Z007E0030,NA,13.3
GWAS population,Z007E0031,NAMRIL,Z007,Z007E0031,NA,16.2
GWAS population,Z007E0032,NAMRIL,Z007,Z007E0032,NA,12.3
GWAS population,Z007E0033,NAMRIL,Z007,Z007E0033,NA,13.2
GWAS population,Z007E0034,NAMRIL,Z007,Z007E0034,NA,16.3
GWAS population,Z007E0036,NAMRIL,Z007,Z007E0036,NA,15.3
GWAS population,Z007E0037,NAMRIL,Z007,Z007E0037,NA,12.4
GWAS population,Z007E0038,NAMRIL,Z007,Z007E0038,NA,15.6
GWAS population,Z007E0039,NAMRIL,Z007,Z007E0039,NA,13.5
GWAS population,Z007E0040,NAMRIL,Z007,Z007E0040,NA,15.2
GWAS population,Z007E0041,NAMRIL,Z007,Z007E0041,NA,14.6
GWAS population,Z007E0042,NAMRIL,Z007,Z007E0042,NA,15.4
GWAS population,Z007E0043,NAMRIL,Z007,Z007E0043,NA,12.4
GWAS population,Z007E0044,NAMRIL,Z007,Z007E0044,NA,15
GWAS population,Z007E0045,NAMRIL,Z007,Z007E0045,NA,14.1
GWAS population,Z007E0046,NAMRIL,Z007,Z007E0046,NA,13.7
GWAS population,Z007E0047,NAMRIL,Z007,Z007E0047,NA,14.5
GWAS population,Z007E0048,NAMRIL,Z007,Z007E0048,NA,15.7
GWAS population,Z007E0049,NAMRIL,Z007,Z007E0049,NA,14.6
GWAS population,Z007E0050,NAMRIL,Z007,Z007E0050,NA,15.6
GWAS population,Z007E0051,NAMRIL,Z007,Z007E0051,NA,13.5
GWAS population,Z007E0052,NAMRIL,Z007,Z007E0052,NA,12.8
GWAS population,Z007E0053,NAMRIL,Z007,Z007E0053,NA,11.7
GWAS population,Z007E0054,NAMRIL,Z007,Z007E0054,NA,15.4
GWAS population,Z007E0055,NAMRIL,Z007,Z007E0055,NA,14.6
GWAS population,Z007E0056,NAMRIL,Z007,Z007E0056,NA,14.7
GWAS population,Z007E0058,NAMRIL,Z007,Z007E0058,NA,14.4
GWAS population,Z007E0059,NAMRIL,Z007,Z007E0059,NA,13.5
GWAS population,Z007E0060,NAMRIL,Z007,Z007E0060,NA,15.4
GWAS population,Z007E0061,NAMRIL,Z007,Z007E0061,NA,17.2
GWAS population,Z007E0062,NAMRIL,Z007,Z007E0062,NA,16.4
GWAS population,Z007E0063,NAMRIL,Z007,Z007E0063,NA,13.5
GWAS population,Z007E0064,NAMRIL,Z007,Z007E0064,NA,14.4
GWAS population,Z007E0065,NAMRIL,Z007,Z007E0065,NA,12.3
GWAS population,Z007E0066,NAMRIL,Z007,Z007E0066,NA,15.6
GWAS population,Z007E0067,NAMRIL,Z007,Z007E0067,NA,19.7
GWAS population,Z007E0068,NAMRIL,Z007,Z007E0068,NA,17.2
GWAS population,Z007E0069,NAMRIL,Z007,Z007E0069,NA,15.9
GWAS population,Z007E0070,NAMRIL,Z007,Z007E0070,NA,15.4
GWAS population,Z007E0071,NAMRIL,Z007,Z007E0071,NA,11.8
GWAS population,Z007E0072,NAMRIL,Z007,Z007E0072,NA,12.7
GWAS population,Z007E0073,NAMRIL,Z007,Z007E0073,NA,14.9
GWAS population,Z007E0074,NAMRIL,Z007,Z007E0074,NA,15.2
GWAS population,Z007E0075,NAMRIL,Z007,Z007E0075,NA,12.6
GWAS population,Z007E0076,NAMRIL,Z007,Z007E0076,NA,14.4
GWAS population,Z007E0077,NAMRIL,Z007,Z007E0077,NA,17.6
GWAS population,Z007E0078,NAMRIL,Z007,Z007E0078,NA,15.2
GWAS population,Z007E0079,NAMRIL,Z007,Z007E0079,NA,11.3
GWAS population,Z007E0080,NAMRIL,Z007,Z007E0080,NA,14
GWAS population,Z007E0081,NAMRIL,Z007,Z007E0081,NA,14.6
GWAS population,Z007E0082,NAMRIL,Z007,Z007E0082,NA,18.2
GWAS population,Z007E0083,NAMRIL,Z007,Z007E0083,NA,14.5
GWAS population,Z007E0084,NAMRIL,Z007,Z007E0084,NA,14.8
GWAS population,Z007E0085,NAMRIL,Z007,Z007E0085,NA,13.8
GWAS population,Z007E0086,NAMRIL,Z007,Z007E0086,NA,16
GWAS population,Z007E0087,NAMRIL,Z007,Z007E0087,NA,16.6
GWAS population,Z007E0088,NAMRIL,Z007,Z007E0088,NA,11.8
GWAS population,Z007E0089,NAMRIL,Z007,Z007E0089,NA,13.4
GWAS population,Z007E0090,NAMRIL,Z007,Z007E0090,NA,14.6
GWAS population,Z007E0091,NAMRIL,Z007,Z007E0091,NA,14.6
GWAS population,Z007E0092,NAMRIL,Z007,Z007E0092,NA,13.5
GWAS population,Z007E0093,NAMRIL,Z007,Z007E0093,NA,14.6
GWAS population,Z007E0094,NAMRIL,Z007,Z007E0094,NA,15.5
GWAS population,Z007E0095,NAMRIL,Z007,Z007E0095,NA,12.1
GWAS population,Z007E0096,NAMRIL,Z007,Z007E0096,NA,16.2
GWAS population,Z007E0097,NAMRIL,Z007,Z007E0097,NA,15.9
GWAS population,Z007E0098,NAMRIL,Z007,Z007E0098,NA,14.3
GWAS population,Z007E0099,NAMRIL,Z007,Z007E0099,NA,14.6
GWAS population,Z007E0100,NAMRIL,Z007,Z007E0100,NA,14.4
GWAS population,Z007E0101,NAMRIL,Z007,Z007E0101,NA,13.3
GWAS population,Z007E0102,NAMRIL,Z007,Z007E0102,NA,10.8
GWAS population,Z007E0103,NAMRIL,Z007,Z007E0103,NA,12.1
GWAS population,Z007E0104,NAMRIL,Z007,Z007E0104,NA,16.2
GWAS population,Z007E0105,NAMRIL,Z007,Z007E0105,NA,12.2
GWAS population,Z007E0106,NAMRIL,Z007,Z007E0106,NA,12.3
GWAS population,Z007E0107,NAMRIL,Z007,Z007E0107,NA,15.9
GWAS population,Z007E0108,NAMRIL,Z007,Z007E0108,NA,14
GWAS population,Z007E0109,NAMRIL,Z007,Z007E0109,NA,12.7
GWAS population,Z007E0110,NAMRIL,Z007,Z007E0110,NA,14
GWAS population,Z007E0111,NAMRIL,Z007,Z007E0111,NA,13.2
GWAS population,Z007E0112,NAMRIL,Z007,Z007E0112,NA,13.5
GWAS population,Z007E0114,NAMRIL,Z007,Z007E0114,NA,14.4
GWAS population,Z007E0115,NAMRIL,Z007,Z007E0115,NA,13.7
GWAS population,Z007E0116,NAMRIL,Z007,Z007E0116,NA,14.6
GWAS population,Z007E0117,NAMRIL,Z007,Z007E0117,NA,14.1
GWAS population,Z007E0118,NAMRIL,Z007,Z007E0118,NA,13.8
GWAS population,Z007E0119,NAMRIL,Z007,Z007E0119,NA,14.5
GWAS population,Z007E0120,NAMRIL,Z007,Z007E0120,NA,15.1
GWAS population,Z007E0121,NAMRIL,Z007,Z007E0121,NA,12.9
GWAS population,Z007E0122,NAMRIL,Z007,Z007E0122,NA,17.5
GWAS population,Z007E0123,NAMRIL,Z007,Z007E0123,NA,13.7
GWAS population,Z007E0124,NAMRIL,Z007,Z007E0124,NA,12.6
GWAS population,Z007E0125,NAMRIL,Z007,Z007E0125,NA,12.8
GWAS population,Z007E0126,NAMRIL,Z007,Z007E0126,NA,15.8
GWAS population,Z007E0127,NAMRIL,Z007,Z007E0127,NA,16.1
GWAS population,Z007E0128,NAMRIL,Z007,Z007E0128,NA,13.7
GWAS population,Z007E0129,NAMRIL,Z007,Z007E0129,NA,12.9
GWAS population,Z007E0130,NAMRIL,Z007,Z007E0130,NA,15.4
GWAS population,Z007E0131,NAMRIL,Z007,Z007E0131,NA,14.2
GWAS population,Z007E0132,NAMRIL,Z007,Z007E0132,NA,14.2
GWAS population,Z007E0133,NAMRIL,Z007,Z007E0133,NA,16.5
GWAS population,Z007E0134,NAMRIL,Z007,Z007E0134,NA,13.9
GWAS population,Z007E0135,NAMRIL,Z007,Z007E0135,NA,12
GWAS population,Z007E0136,NAMRIL,Z007,Z007E0136,NA,13.3
GWAS population,Z007E0137,NAMRIL,Z007,Z007E0137,NA,13.9
GWAS population,Z007E0138,NAMRIL,Z007,Z007E0138,NA,12.9
GWAS population,Z007E0139,NAMRIL,Z007,Z007E0139,NA,12.5
GWAS population,Z007E0140,NAMRIL,Z007,Z007E0140,NA,15.7
GWAS population,Z007E0141,NAMRIL,Z007,Z007E0141,NA,14.9
GWAS population,Z007E0142,NAMRIL,Z007,Z007E0142,NA,13.2
GWAS population,Z007E0143,NAMRIL,Z007,Z007E0143,NA,13.3
GWAS population,Z007E0144,NAMRIL,Z007,Z007E0144,NA,12.6
GWAS population,Z007E0145,NAMRIL,Z007,Z007E0145,NA,12.7
GWAS population,Z007E0146,NAMRIL,Z007,Z007E0146,NA,15
GWAS population,Z007E0147,NAMRIL,Z007,Z007E0147,NA,16.1
GWAS population,Z007E0148,NAMRIL,Z007,Z007E0148,NA,13
GWAS population,Z007E0149,NAMRIL,Z007,Z007E0149,NA,14.9
GWAS population,Z007E0150,NAMRIL,Z007,Z007E0150,NA,14.6
GWAS population,Z007E0151,NAMRIL,Z007,Z007E0151,NA,15.2
GWAS population,Z007E0152,NAMRIL,Z007,Z007E0152,NA,13.2
GWAS population,Z007E0153,NAMRIL,Z007,Z007E0153,NA,13.4
GWAS population,Z007E0154,NAMRIL,Z007,Z007E0154,NA,13.6
GWAS population,Z007E0155,NAMRIL,Z007,Z007E0155,NA,12.3
GWAS population,Z007E0156,NAMRIL,Z007,Z007E0156,NA,14.3
GWAS population,Z007E0157,NAMRIL,Z007,Z007E0157,NA,12.9
GWAS population,Z007E0158,NAMRIL,Z007,Z007E0158,NA,14.1
GWAS population,Z007E0159,NAMRIL,Z007,Z007E0159,NA,13.9
GWAS population,Z007E0160,NAMRIL,Z007,Z007E0160,NA,13.9
GWAS population,Z007E0161,NAMRIL,Z007,Z007E0161,NA,13.5
GWAS population,Z007E0162,NAMRIL,Z007,Z007E0162,NA,12.1
GWAS population,Z007E0163,NAMRIL,Z007,Z007E0163,NA,15.8
GWAS population,Z007E0164,NAMRIL,Z007,Z007E0164,NA,15
GWAS population,Z007E0165,NAMRIL,Z007,Z007E0165,NA,14.3
GWAS population,Z007E0166,NAMRIL,Z007,Z007E0166,NA,14.5
GWAS population,Z007E0167,NAMRIL,Z007,Z007E0167,NA,15.5
GWAS population,Z007E0168,NAMRIL,Z007,Z007E0168,NA,15.1
GWAS population,Z007E0169,NAMRIL,Z007,Z007E0169,NA,15.8
GWAS population,Z007E0170,NAMRIL,Z007,Z007E0170,NA,15.1
GWAS population,Z007E0171,NAMRIL,Z007,Z007E0171,NA,12.2
GWAS population,Z007E0172,NAMRIL,Z007,Z007E0172,NA,15.5
GWAS population,Z007E0173,NAMRIL,Z007,Z007E0173,NA,14.9
GWAS population,Z007E0174,NAMRIL,Z007,Z007E0174,NA,14.8
GWAS population,Z007E0175,NAMRIL,Z007,Z007E0175,NA,15.9
GWAS population,Z007E0176,NAMRIL,Z007,Z007E0176,NA,16.8
GWAS population,Z007E0177,NAMRIL,Z007,Z007E0177,NA,11.8
GWAS population,Z007E0178,NAMRIL,Z007,Z007E0178,NA,12.6
GWAS population,Z007E0179,NAMRIL,Z007,Z007E0179,NA,15
GWAS population,Z007E0180,NAMRIL,Z007,Z007E0180,NA,14
GWAS population,Z007E0181,NAMRIL,Z007,Z007E0181,NA,12.2
GWAS population,Z007E0182,NAMRIL,Z007,Z007E0182,NA,13.7
GWAS population,Z007E0183,NAMRIL,Z007,Z007E0183,NA,14.4
GWAS population,Z007E0184,NAMRIL,Z007,Z007E0184,NA,15.9
GWAS population,Z007E0185,NAMRIL,Z007,Z007E0185,NA,12.9
GWAS population,Z007E0186,NAMRIL,Z007,Z007E0186,NA,12.7
GWAS population,Z007E0187,NAMRIL,Z007,Z007E0187,NA,13.2
GWAS population,Z007E0188,NAMRIL,Z007,Z007E0188,NA,13
GWAS population,Z007E0189,NAMRIL,Z007,Z007E0189,NA,13.4
GWAS population,Z007E0191,NAMRIL,Z007,Z007E0191,NA,12
GWAS population,Z007E0192,NAMRIL,Z007,Z007E0192,NA,12.1
GWAS population,Z007E0193,NAMRIL,Z007,Z007E0193,NA,16.9
GWAS population,Z007E0194,NAMRIL,Z007,Z007E0194,NA,12.6
GWAS population,Z007E0195,NAMRIL,Z007,Z007E0195,NA,13.9
GWAS population,Z007E0196,NAMRIL,Z007,Z007E0196,NA,12
GWAS population,Z007E0197,NAMRIL,Z007,Z007E0197,NA,14
GWAS population,Z007E0198,NAMRIL,Z007,Z007E0198,NA,12.9
GWAS population,Z007E0199,NAMRIL,Z007,Z007E0199,NA,14.3
GWAS population,Z007E0200,NAMRIL,Z007,Z007E0200,NA,14.4
GWAS population,Z008E0001,NAMRIL,Z008,Z008E0001,NA,14.7
GWAS population,Z008E0002,NAMRIL,Z008,Z008E0002,NA,14.9
GWAS population,Z008E0003,NAMRIL,Z008,Z008E0003,NA,11.4
GWAS population,Z008E0004,NAMRIL,Z008,Z008E0004,NA,13.2
GWAS population,Z008E0005,NAMRIL,Z008,Z008E0005,NA,16.1
GWAS population,Z008E0006,NAMRIL,Z008,Z008E0006,NA,16.7
GWAS population,Z008E0007,NAMRIL,Z008,Z008E0007,NA,15.9
GWAS population,Z008E0008,NAMRIL,Z008,Z008E0008,NA,15.2
GWAS population,Z008E0009,NAMRIL,Z008,Z008E0009,NA,13.9
GWAS population,Z008E0010,NAMRIL,Z008,Z008E0010,NA,12.3
GWAS population,Z008E0011,NAMRIL,Z008,Z008E0011,NA,12.9
GWAS population,Z008E0012,NAMRIL,Z008,Z008E0012,NA,14
GWAS population,Z008E0013,NAMRIL,Z008,Z008E0013,NA,12.9
GWAS population,Z008E0014,NAMRIL,Z008,Z008E0014,NA,11.4
GWAS population,Z008E0015,NAMRIL,Z008,Z008E0015,NA,11.8
GWAS population,Z008E0016,NAMRIL,Z008,Z008E0016,NA,13.9
GWAS population,Z008E0017,NAMRIL,Z008,Z008E0017,NA,11.6
GWAS population,Z008E0018,NAMRIL,Z008,Z008E0018,NA,14.9
GWAS population,Z008E0019,NAMRIL,Z008,Z008E0019,NA,13.6
GWAS population,Z008E0020,NAMRIL,Z008,Z008E0020,NA,16.5
GWAS population,Z008E0021,NAMRIL,Z008,Z008E0021,NA,15.6
GWAS population,Z008E0022,NAMRIL,Z008,Z008E0022,NA,11.7
GWAS population,Z008E0023,NAMRIL,Z008,Z008E0023,NA,13.5
GWAS population,Z008E0024,NAMRIL,Z008,Z008E0024,NA,11.6
GWAS population,Z008E0025,NAMRIL,Z008,Z008E0025,NA,15.9
GWAS population,Z008E0026,NAMRIL,Z008,Z008E0026,NA,17.6
GWAS population,Z008E0027,NAMRIL,Z008,Z008E0027,NA,14.7
GWAS population,Z008E0028,NAMRIL,Z008,Z008E0028,NA,12.1
GWAS population,Z008E0029,NAMRIL,Z008,Z008E0029,NA,15.4
GWAS population,Z008E0030,NAMRIL,Z008,Z008E0030,NA,13.7
GWAS population,Z008E0031,NAMRIL,Z008,Z008E0031,NA,12.9
GWAS population,Z008E0032,NAMRIL,Z008,Z008E0032,NA,12.9
GWAS population,Z008E0033,NAMRIL,Z008,Z008E0033,NA,13.6
GWAS population,Z008E0034,NAMRIL,Z008,Z008E0034,NA,12.4
GWAS population,Z008E0035,NAMRIL,Z008,Z008E0035,NA,14
GWAS population,Z008E0036,NAMRIL,Z008,Z008E0036,NA,16.1
GWAS population,Z008E0037,NAMRIL,Z008,Z008E0037,NA,12.1
GWAS population,Z008E0038,NAMRIL,Z008,Z008E0038,NA,16.7
GWAS population,Z008E0039,NAMRIL,Z008,Z008E0039,NA,12.6
GWAS population,Z008E0040,NAMRIL,Z008,Z008E0040,NA,13.7
GWAS population,Z008E0041,NAMRIL,Z008,Z008E0041,NA,12.6
GWAS population,Z008E0042,NAMRIL,Z008,Z008E0042,NA,15.1
GWAS population,Z008E0044,NAMRIL,Z008,Z008E0044,NA,13.1
GWAS population,Z008E0045,NAMRIL,Z008,Z008E0045,NA,13.1
GWAS population,Z008E0046,NAMRIL,Z008,Z008E0046,NA,16
GWAS population,Z008E0047,NAMRIL,Z008,Z008E0047,NA,14.8
GWAS population,Z008E0048,NAMRIL,Z008,Z008E0048,NA,14
GWAS population,Z008E0049,NAMRIL,Z008,Z008E0049,NA,13.2
GWAS population,Z008E0050,NAMRIL,Z008,Z008E0050,NA,10.3
GWAS population,Z008E0051,NAMRIL,Z008,Z008E0051,NA,14.1
GWAS population,Z008E0052,NAMRIL,Z008,Z008E0052,NA,14.3
GWAS population,Z008E0053,NAMRIL,Z008,Z008E0053,NA,13.1
GWAS population,Z008E0054,NAMRIL,Z008,Z008E0054,NA,13.8
GWAS population,Z008E0055,NAMRIL,Z008,Z008E0055,NA,18.9
GWAS population,Z008E0056,NAMRIL,Z008,Z008E0056,NA,14.2
GWAS population,Z008E0057,NAMRIL,Z008,Z008E0057,NA,14.5
GWAS population,Z008E0058,NAMRIL,Z008,Z008E0058,NA,16
GWAS population,Z008E0059,NAMRIL,Z008,Z008E0059,NA,12.5
GWAS population,Z008E0060,NAMRIL,Z008,Z008E0060,NA,10.2
GWAS population,Z008E0061,NAMRIL,Z008,Z008E0061,NA,16.1
GWAS population,Z008E0062,NAMRIL,Z008,Z008E0062,NA,14.6
GWAS population,Z008E0063,NAMRIL,Z008,Z008E0063,NA,13.4
GWAS population,Z008E0064,NAMRIL,Z008,Z008E0064,NA,15.9
GWAS population,Z008E0065,NAMRIL,Z008,Z008E0065,NA,13.8
GWAS population,Z008E0066,NAMRIL,Z008,Z008E0066,NA,11.6
GWAS population,Z008E0067,NAMRIL,Z008,Z008E0067,NA,14.3
GWAS population,Z008E0068,NAMRIL,Z008,Z008E0068,NA,14.3
GWAS population,Z008E0069,NAMRIL,Z008,Z008E0069,NA,14.7
GWAS population,Z008E0070,NAMRIL,Z008,Z008E0070,NA,13.1
GWAS population,Z008E0071,NAMRIL,Z008,Z008E0071,NA,13.6
GWAS population,Z008E0072,NAMRIL,Z008,Z008E0072,NA,12.9
GWAS population,Z008E0073,NAMRIL,Z008,Z008E0073,NA,14.4
GWAS population,Z008E0074,NAMRIL,Z008,Z008E0074,NA,12.8
GWAS population,Z008E0075,NAMRIL,Z008,Z008E0075,NA,13
GWAS population,Z008E0076,NAMRIL,Z008,Z008E0076,NA,14.6
GWAS population,Z008E0077,NAMRIL,Z008,Z008E0077,NA,12.2
GWAS population,Z008E0078,NAMRIL,Z008,Z008E0078,NA,13.3
GWAS population,Z008E0079,NAMRIL,Z008,Z008E0079,NA,11.7
GWAS population,Z008E0080,NAMRIL,Z008,Z008E0080,NA,13.9
GWAS population,Z008E0081,NAMRIL,Z008,Z008E0081,NA,13.1
GWAS population,Z008E0082,NAMRIL,Z008,Z008E0082,NA,12.1
GWAS population,Z008E0083,NAMRIL,Z008,Z008E0083,NA,15.7
GWAS population,Z008E0084,NAMRIL,Z008,Z008E0084,NA,18.9
GWAS population,Z008E0085,NAMRIL,Z008,Z008E0085,NA,16.5
GWAS population,Z008E0086,NAMRIL,Z008,Z008E0086,NA,12.8
GWAS population,Z008E0087,NAMRIL,Z008,Z008E0087,NA,13.7
GWAS population,Z008E0088,NAMRIL,Z008,Z008E0088,NA,16.8
GWAS population,Z008E0090,NAMRIL,Z008,Z008E0090,NA,13
GWAS population,Z008E0091,NAMRIL,Z008,Z008E0091,NA,17.6
GWAS population,Z008E0092,NAMRIL,Z008,Z008E0092,NA,13.2
GWAS population,Z008E0093,NAMRIL,Z008,Z008E0093,NA,14.5
GWAS population,Z008E0094,NAMRIL,Z008,Z008E0094,NA,12.4
GWAS population,Z008E0095,NAMRIL,Z008,Z008E0095,NA,12.7
GWAS population,Z008E0096,NAMRIL,Z008,Z008E0096,NA,15.8
GWAS population,Z008E0097,NAMRIL,Z008,Z008E0097,NA,13.9
