<Trait>	20KernelWeight	CobColor	CobDiameter	CobDiameter	CobWeight	CobWeight	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	EarDiameter	EarDiameter	EarLength	EarLength	EarRankNumber	EarRankNumber	EarRowNumber	EarRowNumber	EarWeight	EarWeight	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	HerbicideSensitivity	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafSheathLength	LeafWidth-BorderPlant	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	NorthernLeafBlight-IncubationPeriod	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight	NumberofLeaves	NumberofTilleringPlants	NumberofTilleringPlants	Phylotaxy	RowQuality	RowQuality	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SeedSetLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselSterility	TilleringIndex-BorderPlant	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TotalKernelVolume	TotalKernelVolume	UpperLeafAngle-BorderPlant	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle
Z008E0064	4.4	-999	-999	27.67	-999	21.05	94	102	76	56	93	74	78	95	71	74	90	99	75	56	91	75	77	96	69	71	-999	40.785	-999	121.265	-999	26	-999	15	-999	96.1	6	6	11	5	2	8	9	-999	748	929	732	-999	806	830	788	829	932	132	89	83	79	76	72	79	76	75	77	98	293	258	269	230	290	248	294	279	70	70	75	-999	50	-999	-999	25	15	8	3	5.5	0	-999	-999	1	2	2	2	1	1	2	-999	12	28	10	16	8	5	13	5	-999	11	282	242	196	214	401	345	365	313	392	318	393	408	7	4	6	6	5	4	8	7	-999	0	-999	0	1	-999	-999	95	45	60	45	60	40	65	45	40	55	50
Z008E0065	4.125	-999	-999	24.42	-999	11.295	92	101	79	57	91	77	78	99	72	-999	90	97	76	56	85	77	77	96	70	-999	-999	-999	-999	91.185	-999	-999	-999	-999	-999	-999	11	11	12	4	7	12	9	-999	689	867	778	727	585	701	794	746	809	165	-999	64	93	77	79	69	74	88	75	78.5	185	154	182	203	196	167	217	190	75	75	75	-999	60	-999	-999	23	20	5.5	3	6	2	-999	165	2	2	2	2	1	1	2	-999	27	21	11	12	6	5	12	7	-999	-999	206	176	176	138	287	271	299	300	292	257	342	319	8	15	16	9	8	13	11	22	-999	0	-999	1	0	-999	-999	-999	60	70	70	70	50	75	60	75	65	70
Z008E0066	4.9	-999	-999	24.155	-999	17.9	-999	106	80	62	93	77	80	96	75	79	90	104	78	61	89	75	80	94	73	77	-999	36.295	-999	155.255	-999	26.5	-999	12	-999	73.9	6	6	10	5	8	4	6	-999	894	878	923	641	907	743	846	682	936	153	104	103	100	105	56	99	118	109	100	122	279	275	301	208	279	206	305	328	65	75	65	-999	70	-999	-999	20	5	10.5	2	6	0	-999	-999	1	2	3	2	2	3	3	-999	13	18	10	13	6	8	10	5	-999	14	356	348	247	270	412	409	407	208	360	340	440	454	11	13	9	2	10	13	12	13	-999	0	-999	1	0	-999	-999	77.5	-999	75	75	80	55	80	65	70	75	70
Z008E0067	4.05	-999	-999	26.9	-999	20.75	92	-999	81	61	97	80	82	-999	76	-999	86	-999	80	61	90	79	82	-999	74	-999	-999	36.425	-999	130.7	-999	21	-999	16.5	-999	65.95	7	0	7	5	-999	2	2	-999	808	-999	889	733	946	866	805	913	974	133	-999	92	-999	86	6	79	81	68	78	100	280	-999	310	213	257	184	274	289	70	-999	60	-999	-999	-999	-999	-999	-999	-999	-999	4	0	-999	192.5	-999	3	1	-999	1	2	3	-999	24	24	13	14	6	8	10	6	-999	-999	274	-999	156	170	390	-999	387	299	348	278	343	367	6	-999	4	5	7	5	6	8	-999	0	-999	0	0	-999	-999	87.5	-999	65	-999	75	35	55	60	70	-999	65
Z008E0068	4.47	-999	-999	26.67	-999	16.885	93	-999	79	63	93	78	78	96	72	-999	92	106	76	62	90	77	76	95	71	-999	-999	40.35	-999	159.215	-999	30	-999	16	-999	100.05	12	4	12	5	-999	8	8	-999	642	724	778	726	778	675	799	773	790	137	103	79	106	97	97	99	80	90	86	112	224	249	289	208	238	184	282	246	50	75	65	-999	62.5	-999	-999	-999	8	-999	3	6	0	-999	-999	2	2	0	2	2	1	3	-999	24	24	13	16	7	6	12	6	-999	-999	206	242	241	172	301	330	375	291	349	285	371	338	12	14	17	10	16	18	18	27	-999	0	-999	0	0	-999	-999	105	-999	85	80	75	60	75	-999	80	75	80
Z008E0069	3.51	-999	-999	31.2	-999	12.97	88	108	79	61	96	74	77	92	73	-999	86	107	76	60	92	75	79	91	71	-999	-999	38.22	-999	159.105	-999	26.5	-999	15	-999	47.68	13	3	9	6	-999	11	8	-999	753	773	770	-999	795	845	940	984	762	140	103	94	104	98	-999	95	86	97	100	111	239	247	261	224	259	236	352	227	55	75	55	-999	50	-999	-999	-999	5	-999	2	5.5	0	-999	137.5	-999	2	1	2	1	1	1	-999	24	20	22	12	5	8	12	7	-999	-999	218	284	214	222	315	349	353	322	359	340	474	358	16	14	12	13	16	9	10	28	-999	0	-999	0	0	-999	-999	57.5	-999	80	70	70	55	75	-999	80	-999	80
Z008E0070	4.255	-999	-999	26.085	-999	14.175	88	98	77	63	93	75	77	96	72	-999	86	100	78	62	91	77	76	95	72	-999	-999	39.665	-999	127	-999	23	-999	13	-999	58.995	12	8	11	4	4	7	6	-999	831	788	790	692	743	806	824	913	887	156	97	98	91	85	82	85	89	83	83	98	274	228	266	191	256	-999	289	278	60	60	60	-999	60	-999	-999	20	5	10.5	2	6	0	-999	-999	1	3	2	3	1	2	2	-999	18	31	8	16	5	6	11	6	-999	-999	258	210	228	208	360	297	371	247	341	288	373	345	10	9	8	9	10	9	8	9	1	0	-999	1	1	-999	-999	55	-999	70	50	65	55	65	75	75	75	70
Z008E0071	4.375	-999	-999	24	-999	10.59	-999	119	82	62	91	77	80	94	78	-999	-999	119	81	61	89	77	80	93	77	-999	-999	38.865	-999	126.695	-999	27.5	-999	12	-999	58.985	3	4	11	6	-999	4	4	-999	763	892	895	-999	878	724	850	983	856	144	97	97	109	88	88	96	81	111	92	131	-999	221	287	129	251	207	284	187	-999	70	65	-999	60	-999	-999	-999	15	-999	3	5	0	-999	-999	1	3	-999	2	1	2	2	-999	-999	28	-999	16	7	5	12	5	-999	-999	-999	196	236	188	-999	331	409	226	369	349	375	274	-999	11	16	9	13	21	13	13	2	0	-999	0	0	-999	-999	80	50	-999	60	55	55	75	-999	60	55	60
Z008E0072	5.04	-999	-999	25.485	-999	14.9	88	106	79	62	91	75	77	92	74	78	86	104	78	61	87	75	76	90	72	77	-999	36.84	-999	147.06	-999	20	-999	13	-999	61.735	11	9	11	6	5	10	6	-999	840	910	785	-999	795	810	818	880	934	165	103	89	92	85	-999	100	90	88	75	96	177	226	222	179	233	146	240	228	65	90	75	-999	75	-999	-999	15	18	15	3	5	0	-999	-999	1	2	5	3	3	6	4	-999	15	27	11	24	8	4	14	7	-999	4	208	218	176	176	340	367	365	306	396	339	385	388	25	21	16	15	21	28	20	20	-999	0	-999	0	0	-999	-999	62.5	80	70	55	75	80	70	-999	60	75	75
Z008E0073	4.3	-999	-999	22.52	-999	14.7	-999	105	82	59	94	77	80	96	77	-999	88	105	80	58	90	77	75	93	74	-999	-999	39.315	-999	130.845	-999	28	-999	13	-999	76.7	1	5	7	6	7	4	8	-999	635	863	795	625	801	740	820	841	745	141	89	83	87	86	73	91	84	94	90	111	248	267	307	187	258	241	293	273	75	75	75	-999	65	-999	-999	23	10	-999	2.666666667	6	0	-999	-999	1	3	2	1	1	0	2	-999	20	28	12	10	5	5	13	6	-999	-999	278	296	260	261	361	369	391	289	350	328	383	394	9	11	8	7	7	10	9	13	1	0	-999	0	0	-999	-999	85	75	80	65	75	75	70	55	80	80	75
Z008E0074	3.65	-999	-999	24.58	-999	9.55	-999	98	82	-999	89	80	78	100	74	-999	-999	98	81	-999	86	79	77	97	73	-999	-999	37.275	-999	122.025	-999	24.5	-999	14	-999	59.2	0	6	11	6	7	4	3	-999	-999	775	788	783	-999	759.5	695	741	807	157	96	-999	108	92	92	-999	90.5	85	91	107	-999	259	225	233	-999	187	275	254	-999	75	75	-999	65	-999	-999	22	10	6.25	2	4.5	0	-999	167.5	2	3	-999	2	-999	2	4	-999	0	29	0	19	5	-999	10	5	-999	-999	-999	200	-999	193	-999	359	312	341	-999	291	378	363	-999	14	13	18	-999	19	12	15	-999	0	-999	0	1	-999	-999	72.5	55	-999	70	75	55	-999	-999	80	70	70
Z008E0075	5.54	-999	-999	24.845	-999	18.165	88	118	79	62	93	79	79	93	74	-999	89	118	82	61	91	80	79	95	74	-999	-999	34.86	-999	135.945	-999	25	-999	13	-999	96.405	13	7	11	6	6	14	8	-999	875	938	822	789	798	879	856	1000	893	144	102	95	97	98	65	108	92	93	87	110	251	288	247	224	231	229	222	239	40	70	55	-999	45	-999	-999	22	20	12.5	4	5.666666667	0	-999	-999	2	2	4	3	2	2	1	-999	17	25	17	19	6	4	14	6	-999	-999	236	254	206	188	384	385	360	327	307	322	332	348	13	14	13	10	10	13	17	17	-999	0	-999	1	0	-999	-999	105	65	80	45	70	55	65	50	65	75	65
Z008E0076	3.95	-999	-999	28.075	-999	15.65	84	-999	80	60	85	80	77	94	73	-999	84	104	78	60	85	77	75	93	70	-999	-999	42.92	-999	129.98	-999	26.5	-999	15.5	-999	87.5	7	6	11	5	-999	9	5	-999	814	777	799	737	788	815	806	870	827	135	-999	102	97	96	86	100	107	86	86	94	235	277	286	242	221	258	261	284	65	75	75	-999	50	-999	-999	-999	5	-999	2	5	0	-999	-999	2	3	1	1	1	1	2	-999	21	17	16	12	6	3	7	7	-999	-999	186	264	142	210	328	341	359	329	282	340	356	372	10	5	5	6	7	12	10	8	-999	0	-999	0	0	-999	-999	102.5	-999	60	70	75	75	80	-999	80	80	70
Z008E0077	4.55	-999	-999	22.955	-999	10.5	94	-999	83	62	98	81	81	-999	83	81	92	-999	81	61	97	80	81	101	81	80	-999	34.695	-999	115.48	-999	19.5	-999	12	-999	43.85	1	2	6	5	-999	4	8	-999	834	889	827	-999	-999	848	833	-999	908	152	-999	96	102	94	81	86	89	88	-999	112	-999	257	286	202	-999	219	220	246	70	-999	80	-999	75	-999	-999	-999	12	-999	-999	5	0	-999	-999	2	1	2	3	-999	2	5	-999	-999	37	-999	11	5	1	10	6	-999	9	290	266	-999	242	-999	377	406	305	-999	317	369	393	14	16	15	10	-999	14	14	15	-999	0	-999	0	0	-999	-999	55	-999	80	-999	85	60	80	-999	80	-999	85
Z008E0078	4.895	-999	-999	25.6	-999	9.7	92	108	85	62	97	81	78	97	76	82	88	102	82	59	94	79	77	94	75	78	-999	32.41	-999	95.705	-999	-999	-999	13	-999	-999	4	6	11	6	-999	10	5	-999	924	903	922	823	947	-999	964	926	928	143	100	117	84	88	69	75	82	84	69	102	309	298	332	230	258	249	326	291	75	70	70	-999	65	-999	-999	-999	15	3.5	3	5.5	0	-999	-999	1	3	1	1	0	1	1	-999	12	24	4	16	6	9	14	7	-999	13	280	254	198	242	402	371	431	312	328	338	405	384	8	6	5	9	11	9	12	10	-999	0	-999	0	1	-999	-999	-999	-999	75	55	80	55	75	70	85	80	70
Z008E0079	4.635	-999	-999	21.735	-999	12.72	92	104	73	59	89	77	77	93	76	-999	88	99	72	58	86	74	74	91	75	-999	-999	35.395	-999	138.295	-999	21.5	-999	13	-999	49.74	9	7	9	5	7	12	9	-999	750	874	800	792	813	853	813	936	877	140	103	81	95	87	84	92	97	73	81	101	263	228	291	213	282	236	241	294	70	65	65	-999	65	-999	-999	15	30	16.25	4	6.5	0	-999	255	3	3	1	3	1	3	1	-999	22	14	14	12	6	5	14	6	-999	-999	252	284	235	279	339	402	406	294	387	333	342	402	12	20	14	12	13	22	14	17	-999	0	-999	0	1	-999	-999	50	-999	75	67.5	80	55	80	-999	75	75	75
Z008E0080	4.87	-999	-999	25.98	-999	16.735	92	105	81	65	91	80	78	100	75	-999	88	98	78	64	88	77	77	95	72	-999	-999	38.17	-999	178.345	-999	27	-999	14	-999	98.045	7	9	11	6	6	4	5	-999	701	833	781	796	813	853	845	868	842	164	98	79	103	80	78	86	90	79	97	111	270	269	289	224	321	217	274	191	60	60	70	-999	55	-999	-999	18	10	11.75	3	4.5	0	-999	-999	1	2	2	3	1	3	1	-999	18	40	10	12	7	5	16	7	-999	-999	262	274	262	226	377	432	414	353	450	364	422	311	10	16	17	9	12	16	18	20	-999	0	-999	0	1	-999	-999	102.5	70	60	60	75	55	80	-999	80	80	75
Z008E0081	4.75	-999	-999	23.26	-999	15.05	88	105	77	60	89	75	77	93	75	-999	88	104	78	60	89	76	78	94	74	-999	-999	36.275	-999	143.48	-999	28	-999	14	-999	81.1	5	7	11	6	8	12	5	-999	745	887	834	702.5	826	813	787	888	894	140	83	75	85	76	67	77	78	77	75	87	207	239	207	150	187	165	224	205	75	80	70	-999	60	-999	-999	26	10	5.75	2	6	0	-999	-999	2	3	3	3	2	3	5	-999	22	41	15	21	8	6	15	6	-999	-999	188	296	166	178	309	367	323	202	272	318	310	277	12	16	18	9	15	21	14	19	-999	0	-999	0	0	-999	-999	75	-999	75	70	70	50	70	35	80	70	75
Z008E0082	-999	-999	-999	21.58	-999	9.85	-999	103	83	63	97	82	80	97	77	-999	92	102	80	62	92	78	76	93	73	-999	-999	-999	-999	125.805	-999	-999	-999	-999	-999	-999	10	5	10	6	6	7	8	-999	725	-999	798	-999	820	820	855	882	847	134	-999	89	-999	83	78	85	86	91	73	110	225	236	279	219	292	224	264	271	65	60	50	-999	55	-999	-999	19	25	9.25	4	5.5	0	-999	-999	1	2	2	2	1	2	3	-999	22	41	10	21	7	4	10	6	-999	-999	238	294	214	212	329	331	349	323	368	293	326	388	7	8	5	5	6	7	5	9	-999	0	-999	1	0	-999	-999	-999	-999	80	60	80	70	80	55	80	80	75
Z008E0083	4.915	-999	-999	27.075	-999	19.86	93	106	75	62	88	74	75	94	71	-999	84	104	75	61	85	73	74	95	70	-999	-999	41.435	-999	189.15	-999	32	-999	17	-999	114.08	15	6	11	3	7	11	7	-999	769	880	907	-999	829	873	863	877	890	142	96	97	93	97	-999	106	85	99	100	114	248	311	324	191	281	257	270	307	85	65	55	-999	62.5	-999	-999	11	20	22.5	4	5.5	0	-999	167.5	2	1	2	2	1	2	2	-999	18	26	11	16	7	8	11	6	-999	-999	254	294	240	206	364	409	420	250	404	359	384	397	9	7	6	5	8	10	9	14	-999	0	-999	1	1	-999	-999	130	-999	85	85	85	55	85	-999	80	85	85
Z008E0084	2.995	-999	-999	25.325	-999	10.855	90	101	81	60	90	80	77	95	73	-999	86	100	78	60	87	78	75	94	71	-999	-999	39.585	-999	109.295	-999	25	-999	19	-999	65.445	13	5	11	3	6	9	7	-999	695	847	830	691	681	821	792	852	810.5	144	69	79	82	76	66	81	78	76	69	98	260	229	267	211	228	221	234	229	60	45	60	-999	45	-999	-999	-999	5	-999	2	5	0	-999	-999	1	3	1	1	0	2	1	-999	35	39	11	20	7	5	18	7	-999	-999	226	240	225	178	382	340	308	299	306	297	276	316	9	10	5	7	8	8	5	13	-999	0	-999	1	0	-999	-999	72.5	-999	70	55	70	60	75	65	75	70	75
Z008E0085	3.485	-999	-999	25.005	-999	11.945	94	100	79	61	90	78	78	97	77	77	92	98	79	60	89	78	77	95	73	76	-999	37.865	-999	148.64	-999	30	-999	16	-999	80.3	5	10	12	6	8	11	9	-999	772	824	846	803	819	867	918	869	877	167	92	9	108	83	93	103	97	102	89	111	300	291	319	244	245	215	278	289	70	75	55	-999	60	-999	-999	16	45	18.75	5	5	0	-999	-999	2	1	3	3	1	4	3	-999	28	27	25	11	7	7	15	6	-999	14	316	226	216	182	411	382	422	340	362	340	383	401	14	11	16	14	17	17	10	18	1	0	-999	1	1	-999	-999	95	75	75	80	80	80	80	70	80	80	80
Z008E0086	5.15	-999	-999	23.375	-999	15.55	88	105	81	54	88	76	77	99	73	79	88	102	80	54	88	77	77	100	74	78	-999	37.58	-999	127.115	-999	22	-999	12	-999	64.95	13	6	11	6	9	12	6	-999	824	889	911	613	843	780	824	935	921	126	98	93	105	102	76	88	79	94	90	93	261	152	218	202	204	160	244	-999	55	75	70	-999	60	-999	-999	34	20	5	3	5.5	0	-999	170	4	3	3	3	2	3	-999	-999	14	22	9	12	7	6	13	5	-999	14	268	228	237	192	361	285	329	279	296	238	340	-999	11	20	13	7	8	12	11	-999	-999	0	-999	0	0	-999	-999	107.5	45	55	35	70	45	55	40	70	65	70
Z008E0087	3.3	-999	-999	25.15	-999	15.35	-999	106	77	62	87	74	75	96	76	-999	90	105	78	61	86	74	77	94	72	-999	-999	35.01	-999	130.14	-999	18.5	-999	13	-999	40.6	10	8	10	6	9	7	7	-999	786	825	848	792	752	810	835	876	861	158	87	82	86	86	80	72	79	76	88	103	306	258	286	157	319	197	308	304	60	75	70	-999	50	-999	-999	13	15	9.5	3	5.5	0	-999	-999	2	3	2	1	2	2	2	-999	-999	22	-999	12	7	7	12	7	-999	-999	236	242	220	176	408	339	382	219	422	294	384	417	10	11	11	10	8	13	8	13	-999	0	-999	1	1	-999	-999	42.5	55	70	70	60	55	70	40	55	40	75
Z008E0088	4.65	-999	-999	26.06	-999	12.8	86	105	79	58	91	77	77	93	72	-999	86	103	76	57	88	75	75	91	69	-999	-999	39.34	-999	154.17	-999	25.5	-999	21.5	-999	69	19	5	10	5	6	9	9	-999	938	-999	883	-999	848	815	731	709	844	149	84	103	-999	97	106	99	100	72	92	120	246	257	303	216	249	-999	272	259	80	80	75	-999	70	-999	-999	16	15	15	2	5.5	0	-999	-999	3.666666667	2	2	1	1	2	2	-999	22	24	20	12	7	7	6	6	-999	-999	232	228	222	196	378	370	395	320	348	286	420	401	10	12	10	9	11	12	10	10	-999	0	-999	0	1	-999	-999	87.5	70	85	85	80	65	85	-999	80	80	80
Z008E0089	4.36	-999	-999	30.655	-999	27.545	90	106	75	55	85	75	74	-999	71	-999	88	104	76	54	85	75	75	-999	70	-999	-999	43.12	-999	137.77	-999	27.5	-999	16	-999	96.355	11	11	12	6	9	-999	6	-999	766	819	840	744	882	922	861	899	878	142	78	74.66666667	72	76	75	84	83	81	84	92	236	278	275	173	277	226	253	217	65	70	60	-999	55	-999	-999	23	12	7.75	3	-999	0	-999	-999	-999	3	2	2	2	3	2	-999	31	17	21	12	7	6	12	7	-999	-999	222	220	196	178	327	340	340	274	357	317	357	333	6	7	5	8	6	10	8	11	-999	0	-999	1	1	-999	-999	105	65	80	55	70	70	75	-999	75	75	80
Z008E0090	4.75	-999	-999	26.15	-999	16.7	-999	102	83	61	91	78	80	97	75	-999	90	98	80	60	91	77	76	97	74	-999	-999	38.85	-999	168.11	-999	19.5	-999	14	-999	52.65	3	5	12	6	8	10	5	-999	684	832	753	703	763	666	796	779	818	-999	92	81	91	87	72	96	84	79	77	98	255	273	258	180	244	175	266	245	60	65	70	-999	-999	-999	-999	15	20	13.25	3	4.5	0	-999	-999	1	3	1	1	1	1	1	-999	26	26	14	13	8	4	16	6	-999	-999	204	240	202	160	351	368	341	257	353	266	387	328	8	12	9	12	16	12	9	16	1	0	-999	0	0	-999	-999	50	70	65	70	80	60	80	85	80	75	65
Z008E0091	5.05	-999	-999	25.04	-999	14.795	90	105	79	61	97	77	77	100	73	76	-999	104	76	60	94	77	76	98	72	73	-999	40.965	-999	154.66	-999	22.5	-999	17	-999	77.345	1	10	10	6	8	11	8	-999	638	-999	871	-999	873	691	712	874	826.5	137	-999	92	-999	94	-999	81	66	87	81	108.5	-999	246	326	-999	256	229	309	-999	-999	85	60	-999	55	-999	-999	32	18	2.5	3	5	0	-999	160	2	3	-999	3	2	1	-999	-999	-999	20	-999	12	7	8	7	5	-999	13	-999	186	256	168	-999	347	467	-999	359	287	460	-999	-999	9	12	-999	7	6	9	-999	-999	0	-999	0	0	-999	-999	92.5	-999	-999	82.5	75	55	80	-999	80	80	70
Z008E0092	4.59	-999	-999	24.35	-999	14.79	94	104	78	62	92	77	78	93	83	-999	94	102	77	61	90	79	76	92	84	-999	-999	37.555	-999	146.945	-999	32	-999	13	-999	97.36	16	9	11	6	6	13	4	-999	851	896	762	800	811	790	812	916	941	129	-999	-999	101	84	76	89	93	87	93	107	229	261	225	166	243	168	259	268	75	75	60	-999	65	-999	-999	21	20	15.5	3	5.666666667	1	-999	-999	-999	1	1	2	1	2	2	-999	29	39	17	23	7	4	13	6	-999	-999	208	242	227	156	342	360	339	279	329	259	351	391	8	12	10	8	9	15	8	13	-999	2	-999	1	1	-999	-999	110	-999	80	80	80	70	80	-999	85	80	75
Z008E0093	5.2	-999	-999	24.465	-999	17.6	-999	106	77	60	100	78	79	99	74	-999	94	106	79	59	98	78	78	95	73	-999	-999	41.93	-999	137.665	-999	24.5	-999	16	-999	97.3	14	2	11	4	-999	11	6	-999	882	808	933	-999	823	897	819	758	912	131	108	96	94	94	-999	103	94	101	91	94	314	275	257	256	268	256	306	240	65	65	65	-999	70	-999	-999	-999	10	-999	3	5	0	-999	-999	2	3	1	2	0	2	2	-999	30	38	14	21	8	3	13	6	-999	-999	218	242	228	218	400	384	352	324	327	348	394	318	6	8	10	7	5	8	8	8	-999	0	-999	0	1	-999	-999	112.5	-999	75	75	75	60	-999	-999	75	-999	70
Z008E0094	-999	-999	-999	26.6	-999	16.35	86	101	75	58	93	73	75	96	72	-999	84	98	75	58	87	74	75	91	71	-999	-999	36.815	-999	111.48	-999	-999	-999	-999	-999	-999	11	6	11	5	7	8	6	-999	634	755	848	667	701	807	806	924	903	136	-999	96	90	92	74	92	88	93	89	107	260	247	269	203	251	224	264	238	65	80	70	-999	75	-999	-999	34	30	3.75	4	5.5	0	-999	-999	2	2	0	1	0	2	0	-999	22	25	16	17	7	2	11	6	-999	-999	268	296	172	227	378	340	370	271	333	325	380	338	11	16	12	6	6	9	10	15	-999	0	-999	0	0	-999	-999	-999	75	75	65	70	50	75	50	80	75	65
Z008E0095	3.87	-999	-999	22.775	-999	13.33	92	-999	77	58	91	78	79	97	78	78	88	-999	78	56	91	78	79	97	78	79	-999	37.435	-999	128.46	-999	32	-999	13	-999	83.995	11	0	11	5	-999	8	6	-999	736	-999	753	-999	723	797	721	783	767	129	-999	79	-999	82	78	63	90	80	81	85	239	-999	274	226	208	215	263	233	45	-999	65	-999	55	-999	-999	-999	-999	-999	-999	5.5	0	-999	-999	-999	-999	3	-999	0	3	3	-999	15	39	9	16	6	4	12	5	-999	13	262	-999	186	264	327	-999	345	290	277	321	343	316	11	-999	9	8	7	16	9	10	-999	0	-999	1	1	-999	-999	90	-999	65	-999	50	40	65	65	40	70	50
Z008E0096	3.7	-999	-999	20.02	-999	9.15	92	94	79	62	94	75	77	90	72	73	86	94	76	61	90	74	78	88	70	70	-999	36.54	-999	129.86	-999	24.5	-999	17	-999	68.7	8	10	11	5	7	11	5	-999	657	876	806	844	818	687	855	847	812	-999	81	82	88	87	82	101	72	86	80	109	311	303	300	233	324	249	318	286	80	75	70	-999	-999	-999	-999	36	20	5.25	4	5.5	0	-999	-999	1	4	0	0	0	0	0	-999	16	21	10	11	6	4	13	6	-999	13	236	206	198	149	368	390	378	302	394	306	350	386	3	4	4	3	4	4	4	4	-999	0	-999	0	1	-999	-999	82.5	-999	70	70	65	55	80	75	75	70	75
Z008E0097	4.81	-999	-999	26.35	-999	12.32	93	108	80	61	94	77	80	97	76	-999	92	106	80	61	92	77	80	96	75	-999	-999	42.43	-999	115.945	-999	28	-999	14	-999	105.37	14	9	12	5	4	8	9	-999	846	864	849	659	661	662	793	719	873	117	102	103	106	99	73	82	80	101	83	109.5	314	238	318	176	278	185	301	209	55	65	65	-999	65	-999	-999	23	10	6.25	3	6.333333333	0	-999	117.5	1	4	1	1	0	2	1	-999	31	43	12	22	6	2	13	7	-999	-999	330	284	234	176	393	318	387	317	368	287	383	369	6	6	6	5	5	6	6	5	-999	0	-999	1	0	-999	-999	100	-999	80	80	70	70	85	-999	85	85	80
Z008E0098	4.73	-999	-999	25.485	-999	15.345	-999	107	84	62	102	80	82	101	78	-999	94	106	81	61	92	77	79	98	77	-999	-999	39.895	-999	130.285	-999	25.5	-999	16.5	-999	82.505	7	4	12	6	7	11	7	-999	779	955	1013	-999	863	737	939	945	1004	152	-999	83	104	103	-999	97	76	96	92	97	261	258	-999	218	296	200	291	237	50	85	70	-999	65	-999	-999	18	12	7.5	3	5	0	-999	140	2	2	2	3	3	4	4	-999	23	28	20	17	7	5	12	5	-999	-999	258	242	260	188	361	398	-999	353	419	323	390	398	10	15	-999	10	10	15	15	24	-999	0	-999	0	1	-999	-999	82.5	-999	80	85	85	80	85	-999	85	-999	75
Z008E0099	4.1	-999	-999	26.37	-999	11.06	90	101	77	56	89	74	75	-999	74	76	90	98	77	56	89	74	75	99	71	76	-999	38.425	-999	125.88	-999	26.5	-999	15	-999	70.06	9	6	12	6	9	10	6	-999	844	930	881	670	1042	912	883	850	1035	133	89	101	102	85	78	78	101	93	92	102	268	268	277	168	274	207	247	247	80	70	55	-999	60	-999	-999	21	25	10.5	5	5	0	-999	-999	1	2	1	1	0	0	1	-999	25	18	12	20	8	8	11	5	-999	12	308	304	192	128	377	371	370	235	346	325	373	362	10	17	10	8	10	22	15	27	-999	0	-999	1	1	-999	-999	77.5	85	80	70	75	60	75	70	80	70	75
Z008E0100	3.22	-999	-999	22.64	-999	11.795	94	105	77	56	86	76	77	91	73	-999	88	103	76	56	84	75	76	89	70	-999	-999	35.715	-999	120.615	-999	33	-999	13	-999	68.88	9	5	12	6	1	11	7	-999	803	850	768	693	654	846	848	968	798	126	81	81	105	83	60	76	80	88	87	116	271	268	294	224	272	216	260	265	65	75	60	-999	65	-999	-999	-999	5	7	2	6	0	-999	120	1	2	2	2	0	2	1	-999	26	26	13	17	6	8	11	7	-999	-999	260	262	215	218	358	380	411	342	376	330	403	381	11	12	12	16	12	13	18	17	-999	0	-999	1	0	-999	-999	75	30	60	65	70	50	75	60	60	80	65
