Genotype,Population,Subpopulation,KRN
Z017E0165,NAMRIL,Z017,16.8
Z017E0166,NAMRIL,Z017,11.9
Z017E0167,NAMRIL,Z017,13.4
Z017E0168,NAMRIL,Z017,12.9
Z017E0169,NAMRIL,Z017,15.6
Z017E0170,NAMRIL,Z017,12.8
Z017E0171,NAMRIL,Z017,14.7
Z017E0172,NAMRIL,Z017,13.6
Z017E0173,NAMRIL,Z017,10.5
Z017E0174,NAMRIL,Z017,14.6
Z017E0175,NAMRIL,Z017,14.2
Z017E0176,NAMRIL,Z017,13.5
Z017E0177,NAMRIL,Z017,11.8
Z017E0178,NAMRIL,Z017,12.4
Z017E0179,NAMRIL,Z017,13.6
Z017E0180,NAMRIL,Z017,12.6
Z017E0181,NAMRIL,Z017,12.5
Z017E0182,NAMRIL,Z017,12
Z017E0183,NAMRIL,Z017,12.9
Z017E0184,NAMRIL,Z017,13.8
Z017E0185,NAMRIL,Z017,11.9
Z017E0186,NAMRIL,Z017,12.4
Z017E0187,NAMRIL,Z017,12
Z017E0188,NAMRIL,Z017,12.5
Z017E0189,NAMRIL,Z017,12.8
Z017E0190,NAMRIL,Z017,11.7
Z017E0191,NAMRIL,Z017,12.3
Z017E0192,NAMRIL,Z017,12
Z017E0193,NAMRIL,Z017,12
Z017E0195,NAMRIL,Z017,13.3
Z017E0196,NAMRIL,Z017,15.5
Z017E0197,NAMRIL,Z017,12.1
Z017E0198,NAMRIL,Z017,14.1
Z017E0199,NAMRIL,Z017,14
Z017E0200,NAMRIL,Z017,12.4
Z017EM0002,NAMRIL,Z017,15.5
Z017EM0004,NAMRIL,Z017,12.6
Z017EM0006,NAMRIL,Z017,13.2
Z017EM0026,NAMRIL,Z017,12.2
Z017EM0044,NAMRIL,Z017,13.3
Z017EM0053,NAMRIL,Z017,14
Z017EM0054,NAMRIL,Z017,13.5
Z017EM0059,NAMRIL,Z017,14
Z017EM0064,NAMRIL,Z017,14.4
Z017EM0065,NAMRIL,Z017,16.9
Z017EM0069,NAMRIL,Z017,14.8
Z017EM0071,NAMRIL,Z017,13.8
Z017EM0080,NAMRIL,Z017,13.8
Z017EM0081,NAMRIL,Z017,13.4
Z017EM0084,NAMRIL,Z017,12.7
Z017EM0086,NAMRIL,Z017,15.5
Z017EM0090,NAMRIL,Z017,13.7
Z017EM0091,NAMRIL,Z017,13.4
Z017EM0096,NAMRIL,Z017,13.5
Z017EM0097,NAMRIL,Z017,15.2
Z017EM0100,NAMRIL,Z017,11.2
Z017EM0103,NAMRIL,Z017,11.8
Z017EM0104,NAMRIL,Z017,12.5
Z017EM0107,NAMRIL,Z017,12.2
Z017EM0109,NAMRIL,Z017,12.8
Z017EM0110,NAMRIL,Z017,14.2
Z017EM0113,NAMRIL,Z017,17.7
Z017EM0115,NAMRIL,Z017,14
Z017EM0117,NAMRIL,Z017,13.9
Z017EM0120,NAMRIL,Z017,14.7
Z017EM0121,NAMRIL,Z017,13.8
Z017EM0122,NAMRIL,Z017,14.6
Z017EM0124,NAMRIL,Z017,13.7
Z017EM0126,NAMRIL,Z017,11.8
Z017EM0129,NAMRIL,Z017,12.3
Z017EM0130,NAMRIL,Z017,15.7
Z017EM0131,NAMRIL,Z017,11.5
Z017EM0132,NAMRIL,Z017,12.5
Z017EM0133,NAMRIL,Z017,15.8
Z017EM0138,NAMRIL,Z017,11.7
Z017EM0142,NAMRIL,Z017,15.2
Z017EM0144,NAMRIL,Z017,15
Z017EM0147,NAMRIL,Z017,15.1
Z017EM0149,NAMRIL,Z017,16.4
Z017EM0150,NAMRIL,Z017,12
Z017EM0152,NAMRIL,Z017,13.7
Z017EM0155,NAMRIL,Z017,12.7
Z017EM0156,NAMRIL,Z017,16.2
Z017EM0157,NAMRIL,Z017,15.1
Z017EM0160,NAMRIL,Z017,15
Z017EM0160A,NAMRIL,Z017,14.5
Z017EM0162A,NAMRIL,Z017,16
Z017EM0165,NAMRIL,Z017,16.7
Z017EM0166,NAMRIL,Z017,11.9
Z017EM0167,NAMRIL,Z017,16.4
Z017EM0168,NAMRIL,Z017,14.4
Z017EM0173,NAMRIL,Z017,13.9
Z017EM0174,NAMRIL,Z017,13.7
Z017EM0177,NAMRIL,Z017,15.1
Z017EM0178,NAMRIL,Z017,16
Z017EM0179,NAMRIL,Z017,12
Z017EM0180,NAMRIL,Z017,13.5
Z017EM0187,NAMRIL,Z017,15.8
Z017EM0189,NAMRIL,Z017,16.3
Z017EM0191,NAMRIL,Z017,12.5
Z017EM0196,NAMRIL,Z017,14.6
Z017EM0197,NAMRIL,Z017,15.7
Z017EM0198,NAMRIL,Z017,13.3
Z017EM0199,NAMRIL,Z017,12
Z017EM0200,NAMRIL,Z017,14
Z017EM0201,NAMRIL,Z017,19.6
Z017EM0203,NAMRIL,Z017,15.4
Z017EM0204,NAMRIL,Z017,13.1
Z017EM0205,NAMRIL,Z017,16.1
Z017EM0206,NAMRIL,Z017,13.4
Z017EM0208,NAMRIL,Z017,16.3
Z017EM0209,NAMRIL,Z017,14.3
Z017EM0212,NAMRIL,Z017,12.6
Z017EM0213,NAMRIL,Z017,13.1
Z017EM0214,NAMRIL,Z017,15.1
Z017EM0216,NAMRIL,Z017,12.5
Z017EM0217,NAMRIL,Z017,15.8
Z017EM0220,NAMRIL,Z017,17.8
Z017EM0222,NAMRIL,Z017,15.5
Z017EM0223,NAMRIL,Z017,15.3
Z017EM0230,NAMRIL,Z017,11.1
Z017EM0232,NAMRIL,Z017,14.3
Z017EM0233,NAMRIL,Z017,16.3
Z017EM0234,NAMRIL,Z017,15.6
Z017EM0235,NAMRIL,Z017,14.7
Z017EM0236,NAMRIL,Z017,12.9
Z017EM0238,NAMRIL,Z017,15.9
Z017EM0239,NAMRIL,Z017,16.4
Z017EM0240,NAMRIL,Z017,15.5
Z017EM0241,NAMRIL,Z017,14.7
Z017EM0244,NAMRIL,Z017,13.4
Z017EM0245,NAMRIL,Z017,14.7
Z017EM0249,NAMRIL,Z017,14.9
Z017EM0251,NAMRIL,Z017,14.4
Z017EM0252,NAMRIL,Z017,15.9
Z017EM0254,NAMRIL,Z017,14.6
Z017EM0257,NAMRIL,Z017,13.8
Z017EM0258,NAMRIL,Z017,16.6
Z017EM0259,NAMRIL,Z017,15.1
Z017EM0260,NAMRIL,Z017,12.4
Z017EM0273,NAMRIL,Z017,16.5
Z017EM0280,NAMRIL,Z017,13
Z017EM0282,NAMRIL,Z017,13.3
Z017EM0285,NAMRIL,Z017,12.3
Z017EM0289,NAMRIL,Z017,12.7
Z017EM0290,NAMRIL,Z017,14.6
Z017EM0291,NAMRIL,Z017,15.3
Z017EM0293,NAMRIL,Z017,13.3
Z017EM0294,NAMRIL,Z017,14.5
Z017EM0295,NAMRIL,Z017,13.5
Z017EM0300,NAMRIL,Z017,14
Z017EM0306,NAMRIL,Z017,14
Z017EM0312,NAMRIL,Z017,13.9
Z017EM0320,NAMRIL,Z017,14.5
Z017EM0324,NAMRIL,Z017,13.6
Z017EM0327,NAMRIL,Z017,14.6
Z017EM0331,NAMRIL,Z017,14.6
Z017EM0334,NAMRIL,Z017,15.2
Z017EM0339,NAMRIL,Z017,17.1
Z017EM0348,NAMRIL,Z017,12
Z017EM0350,NAMRIL,Z017,11.7
Z017EM0353,NAMRIL,Z017,16.1
Z017EM0358,NAMRIL,Z017,15.9
Z017EM0370,NAMRIL,Z017,16.1
Z017EM0375,NAMRIL,Z017,13.3
Z017EM0376,NAMRIL,Z017,12.3
Z017EM0377,NAMRIL,Z017,15.2
Z018E0001,NAMRIL,Z018,14.8
Z018E0002,NAMRIL,Z018,14.6
Z018E0003,NAMRIL,Z018,18.3
Z018E0004,NAMRIL,Z018,14.5
Z018E0005,NAMRIL,Z018,15.2
Z018E0006,NAMRIL,Z018,14.5
Z018E0007,NAMRIL,Z018,15.7
Z018E0008,NAMRIL,Z018,15.3
Z018E0009,NAMRIL,Z018,15.2
Z018E0010,NAMRIL,Z018,19.5
Z018E0011,NAMRIL,Z018,15.2
Z018E0012,NAMRIL,Z018,15.7
Z018E0013,NAMRIL,Z018,15.3
Z018E0014,NAMRIL,Z018,14.1
Z018E0015,NAMRIL,Z018,13.6
Z018E0016,NAMRIL,Z018,17.4
Z018E0017,NAMRIL,Z018,14.7
Z018E0018,NAMRIL,Z018,18.6
Z018E0019,NAMRIL,Z018,16.4
Z018E0020,NAMRIL,Z018,14.7
Z018E0021,NAMRIL,Z018,15.9
Z018E0023,NAMRIL,Z018,15.8
Z018E0024,NAMRIL,Z018,15.1
Z018E0025,NAMRIL,Z018,14.9
Z018E0026,NAMRIL,Z018,17.6
Z018E0027,NAMRIL,Z018,17.2
Z018E0028,NAMRIL,Z018,16.1
Z018E0029,NAMRIL,Z018,15
Z018E0030,NAMRIL,Z018,17
Z018E0031,NAMRIL,Z018,15.1
Z018E0032,NAMRIL,Z018,15
Z018E0033,NAMRIL,Z018,13.7
Z018E0034,NAMRIL,Z018,15
Z018E0035,NAMRIL,Z018,16.5
Z018E0036,NAMRIL,Z018,15.1
Z018E0038,NAMRIL,Z018,19.3
Z018E0039,NAMRIL,Z018,15.6
Z018E0040,NAMRIL,Z018,12.8
Z018E0041,NAMRIL,Z018,16.8
Z018E0042,NAMRIL,Z018,14
Z018E0043,NAMRIL,Z018,14.9
Z018E0044,NAMRIL,Z018,15.1
Z018E0045,NAMRIL,Z018,14.6
Z018E0046,NAMRIL,Z018,19.2
Z018E0047,NAMRIL,Z018,18.3
Z018E0048,NAMRIL,Z018,13.6
Z018E0049,NAMRIL,Z018,15.2
Z018E0050,NAMRIL,Z018,16.7
Z018E0051,NAMRIL,Z018,15.3
Z018E0052,NAMRIL,Z018,15.3
Z018E0053,NAMRIL,Z018,15.2
Z018E0054,NAMRIL,Z018,17
Z018E0055,NAMRIL,Z018,18.5
Z018E0057,NAMRIL,Z018,14.7
Z018E0058,NAMRIL,Z018,14.9
Z018E0059,NAMRIL,Z018,14.7
Z018E0060,NAMRIL,Z018,16.5
Z018E0061,NAMRIL,Z018,14.9
Z018E0063,NAMRIL,Z018,18.5
Z018E0064,NAMRIL,Z018,14.1
Z018E0065,NAMRIL,Z018,17.7
Z018E0066,NAMRIL,Z018,14.7
Z018E0067,NAMRIL,Z018,22.2
Z018E0068,NAMRIL,Z018,15.9
Z018E0069,NAMRIL,Z018,16.1
Z018E0070,NAMRIL,Z018,12.3
Z018E0071,NAMRIL,Z018,17
Z018E0072,NAMRIL,Z018,16.4
Z018E0073,NAMRIL,Z018,16.7
Z018E0074,NAMRIL,Z018,14.6
Z018E0075,NAMRIL,Z018,15.1
Z018E0076,NAMRIL,Z018,17.1
Z018E0077,NAMRIL,Z018,14.8
Z018E0078,NAMRIL,Z018,19.1
Z018E0079,NAMRIL,Z018,13
Z018E0080,NAMRIL,Z018,17.9
Z018E0081,NAMRIL,Z018,17.5
Z018E0082,NAMRIL,Z018,17.7
Z018E0083,NAMRIL,Z018,14.4
Z018E0084,NAMRIL,Z018,13.4
Z018E0085,NAMRIL,Z018,14.6
Z018E0086,NAMRIL,Z018,14.2
Z018E0087,NAMRIL,Z018,15.9
Z018E0088,NAMRIL,Z018,16.6
Z018E0089,NAMRIL,Z018,15.1
Z018E0090,NAMRIL,Z018,13.8
Z018E0091,NAMRIL,Z018,16.1
Z018E0092,NAMRIL,Z018,13.8
Z018E0093,NAMRIL,Z018,16
Z018E0094,NAMRIL,Z018,15
Z018E0095,NAMRIL,Z018,16.4
Z018E0096,NAMRIL,Z018,15.3
Z018E0097,NAMRIL,Z018,16.2
Z018E0098,NAMRIL,Z018,15.1
Z018E0099,NAMRIL,Z018,12
Z018E0100,NAMRIL,Z018,16.4
Z018E0101,NAMRIL,Z018,16.4
Z018E0102,NAMRIL,Z018,15.1
Z018E0103,NAMRIL,Z018,12.8
Z018E0104,NAMRIL,Z018,15.1
Z018E0105,NAMRIL,Z018,14.9
Z018E0106,NAMRIL,Z018,17.6
Z018E0107,NAMRIL,Z018,16.4
Z018E0108,NAMRIL,Z018,13.8
Z018E0109,NAMRIL,Z018,14.3
Z018E0110,NAMRIL,Z018,17.6
Z018E0111,NAMRIL,Z018,19.5
Z018E0112,NAMRIL,Z018,15.9
Z018E0113,NAMRIL,Z018,16.2
Z018E0114,NAMRIL,Z018,15.7
Z018E0115,NAMRIL,Z018,16.1
Z018E0116,NAMRIL,Z018,16
Z018E0117,NAMRIL,Z018,17.3
Z018E0118,NAMRIL,Z018,17.2
Z018E0119,NAMRIL,Z018,16.5
Z018E0120,NAMRIL,Z018,16
Z018E0121,NAMRIL,Z018,13.3
Z018E0122,NAMRIL,Z018,14
Z018E0123,NAMRIL,Z018,15.7
Z018E0125,NAMRIL,Z018,17.6
Z018E0126,NAMRIL,Z018,14.6
Z018E0127,NAMRIL,Z018,14.8
Z018E0128,NAMRIL,Z018,15.4
Z018E0129,NAMRIL,Z018,16.1
Z018E0130,NAMRIL,Z018,17.1
Z018E0131,NAMRIL,Z018,17.9
Z018E0132,NAMRIL,Z018,16.7
Z018E0133,NAMRIL,Z018,16.6
Z018E0134,NAMRIL,Z018,12.8
Z018E0135,NAMRIL,Z018,17.5
Z018E0136,NAMRIL,Z018,15.7
Z018E0137,NAMRIL,Z018,17
Z018E0138,NAMRIL,Z018,16.1
Z018E0139,NAMRIL,Z018,13.1
Z018E0140,NAMRIL,Z018,15.7
Z018E0142,NAMRIL,Z018,17.5
Z018E0143,NAMRIL,Z018,16.2
Z018E0144,NAMRIL,Z018,16.1
Z018E0145,NAMRIL,Z018,16.9
Z018E0146,NAMRIL,Z018,14.1
Z018E0147,NAMRIL,Z018,15.1
Z018E0148,NAMRIL,Z018,15.6
Z018E0149,NAMRIL,Z018,15.7
Z018E0150,NAMRIL,Z018,15.8
Z018E0151,NAMRIL,Z018,16
Z018E0152,NAMRIL,Z018,17.6
Z018E0153,NAMRIL,Z018,15.6
Z018E0154,NAMRIL,Z018,15
Z018E0155,NAMRIL,Z018,16.8
Z018E0157,NAMRIL,Z018,14.5
Z018E0158,NAMRIL,Z018,16.1
Z018E0160,NAMRIL,Z018,14.6
Z018E0161,NAMRIL,Z018,15.1
Z018E0162,NAMRIL,Z018,15.5
Z018E0163,NAMRIL,Z018,16.2
Z018E0164,NAMRIL,Z018,16.8
Z018E0165,NAMRIL,Z018,13.2
Z018E0166,NAMRIL,Z018,14.7
Z018E0167,NAMRIL,Z018,15.4
Z018E0168,NAMRIL,Z018,15.4
Z018E0169,NAMRIL,Z018,15.4
Z018E0170,NAMRIL,Z018,13.7
Z018E0171,NAMRIL,Z018,15.9
Z018E0172,NAMRIL,Z018,18.1
Z018E0173,NAMRIL,Z018,18.4
Z018E0174,NAMRIL,Z018,13.6
Z018E0175,NAMRIL,Z018,15.3
Z018E0176,NAMRIL,Z018,18.9
Z018E0177,NAMRIL,Z018,14.2
Z018E0178,NAMRIL,Z018,15.8
Z018E0179,NAMRIL,Z018,13.5
Z018E0180,NAMRIL,Z018,16.2
Z018E0181,NAMRIL,Z018,17.1
Z018E0182,NAMRIL,Z018,15
Z018E0183,NAMRIL,Z018,14.4
Z018E0184,NAMRIL,Z018,17.9
Z018E0185,NAMRIL,Z018,15.2
Z018E0186,NAMRIL,Z018,16.6
Z018E0187,NAMRIL,Z018,13.6
Z018E0188,NAMRIL,Z018,14.9
Z018E0189,NAMRIL,Z018,16.7
Z018E0190,NAMRIL,Z018,16
Z018E0191,NAMRIL,Z018,16.1
Z018E0192,NAMRIL,Z018,14
Z018E0193,NAMRIL,Z018,14.3
Z018E0194,NAMRIL,Z018,14.6
Z018E0195,NAMRIL,Z018,15.4
Z018E0196,NAMRIL,Z018,15
Z018E0197,NAMRIL,Z018,17.1
Z018E0198,NAMRIL,Z018,13
Z018E0199,NAMRIL,Z018,16.9
Z018E0200,NAMRIL,Z018,15.8
Z019E0002,NAMRIL,Z019,16.2
Z019E0003,NAMRIL,Z019,17.4
Z019E0004,NAMRIL,Z019,14.4
Z019E0005,NAMRIL,Z019,16
Z019E0006,NAMRIL,Z019,15.7
Z019E0007,NAMRIL,Z019,14.4
Z019E0008,NAMRIL,Z019,16.8
Z019E0009,NAMRIL,Z019,15.8
Z019E0010,NAMRIL,Z019,14.3
Z019E0011,NAMRIL,Z019,15.5
Z019E0012,NAMRIL,Z019,20.7
Z019E0013,NAMRIL,Z019,15.1
Z019E0014,NAMRIL,Z019,14.2
Z019E0015,NAMRIL,Z019,15
Z019E0016,NAMRIL,Z019,16.4
Z019E0017,NAMRIL,Z019,14.9
Z019E0018,NAMRIL,Z019,15.7
Z019E0019,NAMRIL,Z019,15.4
Z019E0020,NAMRIL,Z019,15.1
Z019E0021,NAMRIL,Z019,16.9
Z019E0022,NAMRIL,Z019,14.7
Z019E0023,NAMRIL,Z019,15.1
Z019E0024,NAMRIL,Z019,15.5
Z019E0025,NAMRIL,Z019,15.7
Z019E0026,NAMRIL,Z019,15.4
Z019E0027,NAMRIL,Z019,13.5
Z019E0028,NAMRIL,Z019,16.1
Z019E0029,NAMRIL,Z019,13.8
Z019E0030,NAMRIL,Z019,15.1
Z019E0031,NAMRIL,Z019,16.7
Z019E0032,NAMRIL,Z019,14.6
Z019E0033,NAMRIL,Z019,15.4
Z019E0034,NAMRIL,Z019,15.3
Z019E0035,NAMRIL,Z019,12.9
Z019E0036,NAMRIL,Z019,15.8
Z019E0037,NAMRIL,Z019,14.7
Z019E0038,NAMRIL,Z019,14.4
Z019E0039,NAMRIL,Z019,15.4
Z019E0040,NAMRIL,Z019,16.2
Z019E0041,NAMRIL,Z019,14.9
Z019E0042,NAMRIL,Z019,13.7
Z019E0043,NAMRIL,Z019,16.7
Z019E0044,NAMRIL,Z019,16.5
Z019E0045,NAMRIL,Z019,15.6
Z019E0046,NAMRIL,Z019,16.8
Z019E0047,NAMRIL,Z019,15.5
Z019E0048,NAMRIL,Z019,14.3
Z019E0049,NAMRIL,Z019,13.9
Z019E0050,NAMRIL,Z019,15.2
Z019E0051,NAMRIL,Z019,14.3
Z019E0052,NAMRIL,Z019,14.4
Z019E0053,NAMRIL,Z019,13.3
Z019E0054,NAMRIL,Z019,16.1
Z019E0055,NAMRIL,Z019,15.5
Z019E0056,NAMRIL,Z019,14.6
Z019E0057,NAMRIL,Z019,13.1
Z019E0058,NAMRIL,Z019,15
Z019E0059,NAMRIL,Z019,16.8
Z019E0060,NAMRIL,Z019,16.4
Z019E0061,NAMRIL,Z019,14.4
Z019E0062,NAMRIL,Z019,16.4
Z019E0063,NAMRIL,Z019,15.5
Z019E0064,NAMRIL,Z019,16.1
Z019E0065,NAMRIL,Z019,15.7
Z019E0066,NAMRIL,Z019,17.4
Z019E0067,NAMRIL,Z019,16.7
Z019E0068,NAMRIL,Z019,15.6
Z019E0069,NAMRIL,Z019,15.2
Z019E0070,NAMRIL,Z019,15.5
Z019E0071,NAMRIL,Z019,13.2
Z019E0072,NAMRIL,Z019,14.8
Z019E0073,NAMRIL,Z019,15.4
Z019E0074,NAMRIL,Z019,15.6
Z019E0075,NAMRIL,Z019,15.9
Z019E0076,NAMRIL,Z019,14.9
Z019E0077,NAMRIL,Z019,11.5
Z019E0078,NAMRIL,Z019,17.5
Z019E0079,NAMRIL,Z019,15.3
Z019E0080,NAMRIL,Z019,15.3
Z019E0081,NAMRIL,Z019,14.1
Z019E0082,NAMRIL,Z019,13.6
Z019E0083,NAMRIL,Z019,20.1
Z019E0084,NAMRIL,Z019,13.9
Z019E0085,NAMRIL,Z019,15
Z019E0086,NAMRIL,Z019,18.8
Z019E0087,NAMRIL,Z019,17.1
Z019E0088,NAMRIL,Z019,14.5
Z019E0089,NAMRIL,Z019,17
Z019E0090,NAMRIL,Z019,14.5
Z019E0091,NAMRIL,Z019,14.8
Z019E0092,NAMRIL,Z019,14.6
Z019E0093,NAMRIL,Z019,15.2
Z019E0094,NAMRIL,Z019,17.5
Z019E0095,NAMRIL,Z019,13.8
Z019E0096,NAMRIL,Z019,13.6
Z019E0097,NAMRIL,Z019,14.8
Z019E0098,NAMRIL,Z019,15.7
Z019E0099,NAMRIL,Z019,13.7
Z019E0100,NAMRIL,Z019,14.6
Z019E0101,NAMRIL,Z019,15.4
Z019E0102,NAMRIL,Z019,14.7
Z019E0103,NAMRIL,Z019,15.4
Z019E0104,NAMRIL,Z019,14.1
Z019E0105,NAMRIL,Z019,12.2
Z019E0106,NAMRIL,Z019,16
Z019E0107,NAMRIL,Z019,13.2
Z019E0108,NAMRIL,Z019,13.8
Z019E0109,NAMRIL,Z019,13.8
Z019E0110,NAMRIL,Z019,16.2
Z019E0111,NAMRIL,Z019,16.3
Z019E0112,NAMRIL,Z019,16.6
Z019E0113,NAMRIL,Z019,17.5
Z019E0114,NAMRIL,Z019,15.9
Z019E0115,NAMRIL,Z019,17.4
Z019E0116,NAMRIL,Z019,13.8
Z019E0117,NAMRIL,Z019,15.7
Z019E0118,NAMRIL,Z019,15
Z019E0119,NAMRIL,Z019,11.8
Z019E0120,NAMRIL,Z019,15
Z019E0121,NAMRIL,Z019,17.5
Z019E0122,NAMRIL,Z019,17.7
Z019E0123,NAMRIL,Z019,16.1
Z019E0124,NAMRIL,Z019,17.2
Z019E0125,NAMRIL,Z019,16.4
Z019E0126,NAMRIL,Z019,16.2
Z019E0127,NAMRIL,Z019,13.6
Z019E0128,NAMRIL,Z019,14.4
Z019E0129,NAMRIL,Z019,15.6
Z019E0130,NAMRIL,Z019,15.2
Z019E0131,NAMRIL,Z019,15.9
Z019E0132,NAMRIL,Z019,14
Z019E0133,NAMRIL,Z019,15.9
Z019E0134,NAMRIL,Z019,15.9
Z019E0135,NAMRIL,Z019,15.9
Z019E0136,NAMRIL,Z019,14.9
Z019E0137,NAMRIL,Z019,16
Z019E0138,NAMRIL,Z019,17.6
Z019E0139,NAMRIL,Z019,15.3
Z019E0140,NAMRIL,Z019,14.7
Z019E0141,NAMRIL,Z019,15.4
Z019E0142,NAMRIL,Z019,19.3
Z019E0143,NAMRIL,Z019,15
Z019E0144,NAMRIL,Z019,15.9
Z019E0145,NAMRIL,Z019,17.4
Z019E0146,NAMRIL,Z019,15.4
Z019E0147,NAMRIL,Z019,17.7
Z019E0148,NAMRIL,Z019,14.9
Z019E0149,NAMRIL,Z019,16.1
Z019E0150,NAMRIL,Z019,17.3
Z019E0151,NAMRIL,Z019,15.4
Z019E0152,NAMRIL,Z019,16.2
Z019E0153,NAMRIL,Z019,14.9
Z019E0154,NAMRIL,Z019,15.2
Z019E0155,NAMRIL,Z019,15.5
Z019E0156,NAMRIL,Z019,16.4
Z019E0158,NAMRIL,Z019,15.1
Z019E0159,NAMRIL,Z019,14
Z019E0160,NAMRIL,Z019,14.4
Z019E0161,NAMRIL,Z019,15.9
Z019E0162,NAMRIL,Z019,17
Z019E0163,NAMRIL,Z019,16.6
Z019E0164,NAMRIL,Z019,17.4
Z019E0166,NAMRIL,Z019,14.7
Z019E0167,NAMRIL,Z019,15.3
Z019E0168,NAMRIL,Z019,16.4
Z019E0169,NAMRIL,Z019,18.3
Z019E0170,NAMRIL,Z019,16.2
Z019E0171,NAMRIL,Z019,14.9
Z019E0172,NAMRIL,Z019,16.4
Z019E0173,NAMRIL,Z019,13.3
Z019E0174,NAMRIL,Z019,16.8
Z019E0175,NAMRIL,Z019,18.6
Z019E0176,NAMRIL,Z019,16
Z019E0177,NAMRIL,Z019,16.2
Z019E0178,NAMRIL,Z019,14.2
Z019E0179,NAMRIL,Z019,15.2
Z019E0180,NAMRIL,Z019,15.7
Z019E0181,NAMRIL,Z019,16.9
Z019E0182,NAMRIL,Z019,13.9
Z019E0183,NAMRIL,Z019,14.6
Z019E0184,NAMRIL,Z019,13.6
Z019E0185,NAMRIL,Z019,16
Z019E0186,NAMRIL,Z019,14.6
Z019E0187,NAMRIL,Z019,18
Z019E0188,NAMRIL,Z019,13
Z019E0189,NAMRIL,Z019,16.3
Z019E0190,NAMRIL,Z019,15
Z019E0191,NAMRIL,Z019,17.8
Z019E0192,NAMRIL,Z019,15.8
Z019E0193,NAMRIL,Z019,15.9
Z019E0194,NAMRIL,Z019,17.9
Z019E0196,NAMRIL,Z019,14.8
Z019E0197,NAMRIL,Z019,16.5
Z019E0198,NAMRIL,Z019,16.9
Z019E0199,NAMRIL,Z019,16.4
Z019E0200,NAMRIL,Z019,17.9
Z020E0001,NAMRIL,Z020,16.7
Z020E0002,NAMRIL,Z020,15.6
Z020E0004,NAMRIL,Z020,11.9
Z020E0005,NAMRIL,Z020,14.9
Z020E0006,NAMRIL,Z020,11.8
Z020E0007,NAMRIL,Z020,18.9
Z020E0008,NAMRIL,Z020,14.6
Z020E0009,NAMRIL,Z020,17.3
Z020E0010,NAMRIL,Z020,15.3
Z020E0011,NAMRIL,Z020,14.2
Z020E0012,NAMRIL,Z020,14.7
Z020E0013,NAMRIL,Z020,13.3
Z020E0014,NAMRIL,Z020,15.3
Z020E0015,NAMRIL,Z020,15.3
Z020E0016,NAMRIL,Z020,12.3
Z020E0017,NAMRIL,Z020,12.5
Z020E0018,NAMRIL,Z020,11.9
Z020E0019,NAMRIL,Z020,17.5
Z020E0020,NAMRIL,Z020,18.7
Z020E0021,NAMRIL,Z020,19.8
Z020E0022,NAMRIL,Z020,13.1
Z020E0023,NAMRIL,Z020,14.3
Z020E0024,NAMRIL,Z020,16.7
Z020E0025,NAMRIL,Z020,15.5
Z020E0026,NAMRIL,Z020,14.9
Z020E0027,NAMRIL,Z020,15.9
Z020E0028,NAMRIL,Z020,13.1
Z020E0029,NAMRIL,Z020,14.4
Z020E0030,NAMRIL,Z020,15.6
Z020E0031,NAMRIL,Z020,15.2
Z020E0032,NAMRIL,Z020,14.9
Z020E0033,NAMRIL,Z020,13.5
Z020E0034,NAMRIL,Z020,14.7
Z020E0035,NAMRIL,Z020,13.1
Z020E0036,NAMRIL,Z020,17.5
Z020E0037,NAMRIL,Z020,14.4
Z020E0038,NAMRIL,Z020,14.7
Z020E0039,NAMRIL,Z020,12.3
Z020E0040,NAMRIL,Z020,18.4
Z020E0041,NAMRIL,Z020,14.7
Z020E0042,NAMRIL,Z020,15.7
Z020E0043,NAMRIL,Z020,12.6
Z020E0044,NAMRIL,Z020,16.8
Z020E0045,NAMRIL,Z020,15.8
Z020E0046,NAMRIL,Z020,14.5
Z020E0047,NAMRIL,Z020,15.3
Z020E0048,NAMRIL,Z020,14.4
Z020E0049,NAMRIL,Z020,12.9
Z020E0050,NAMRIL,Z020,14.9
Z020E0052,NAMRIL,Z020,15.8
Z020E0053,NAMRIL,Z020,17.5
Z020E0054,NAMRIL,Z020,13.8
Z020E0055,NAMRIL,Z020,12.9
Z020E0056,NAMRIL,Z020,16.5
Z020E0057,NAMRIL,Z020,17.1
Z020E0058,NAMRIL,Z020,15.9
Z020E0059,NAMRIL,Z020,17.9
Z020E0060,NAMRIL,Z020,15.1
Z020E0061,NAMRIL,Z020,12.8
Z020E0062,NAMRIL,Z020,13.6
Z020E0063,NAMRIL,Z020,14.9
Z020E0064,NAMRIL,Z020,15.6
Z020E0065,NAMRIL,Z020,17
Z020E0066,NAMRIL,Z020,14.8
Z020E0067,NAMRIL,Z020,11.8
Z020E0068,NAMRIL,Z020,19.1
Z020E0069,NAMRIL,Z020,12.6
Z020E0070,NAMRIL,Z020,15.7
Z020E0071,NAMRIL,Z020,13.3
Z020E0073,NAMRIL,Z020,17.8
Z020E0074,NAMRIL,Z020,18
Z020E0075,NAMRIL,Z020,16.3
Z020E0076,NAMRIL,Z020,12.6
Z020E0077,NAMRIL,Z020,14.7
Z020E0078,NAMRIL,Z020,15.5
Z020E0079,NAMRIL,Z020,15.5
Z020E0080,NAMRIL,Z020,20.9
Z020E0081,NAMRIL,Z020,17.4
Z020E0083,NAMRIL,Z020,13
Z020E0084,NAMRIL,Z020,15.2
